Country,Year,Series,Value
Republic of Moldova,2005,"Infant mortality for both sexes (per 1,000 live births)",18.818
Republic of Moldova,2005,"Maternal mortality ratio (deaths per 100,000 population)",39.1551
Republic of Moldova,2005,Life expectancy at birth for both sexes (years),67.622
Republic of Moldova,2005,Life expectancy at birth for males (years),63.64
Republic of Moldova,2005,Life expectancy at birth for females (years),71.57
Republic of Moldova,2010,Population annual rate of increase (percent),-0.355
Republic of Moldova,2010,Total fertility rate (children per women),1.2704
Republic of Moldova,2010,"Infant mortality for both sexes (per 1,000 live births)",15.591
Republic of Moldova,2010,"Maternal mortality ratio (deaths per 100,000 population)",33.6327
Republic of Moldova,2010,Life expectancy at birth for both sexes (years),68.273
Republic of Moldova,2010,Life expectancy at birth for males (years),64.4
Republic of Moldova,2010,Life expectancy at birth for females (years),72.1
Republic of Moldova,2015,Population annual rate of increase (percent),-0.075
Republic of Moldova,2015,Total fertility rate (children per women),1.275
Republic of Moldova,2015,"Infant mortality for both sexes (per 1,000 live births)",14.174
Republic of Moldova,2015,"Maternal mortality ratio (deaths per 100,000 population)",22.9096
Republic of Moldova,2015,Life expectancy at birth for both sexes (years),70.967
Republic of Moldova,2015,Life expectancy at birth for males (years),66.74
Republic of Moldova,2015,Life expectancy at birth for females (years),75.21
Réunion,2005,Population annual rate of increase (percent),1.437
Réunion,2005,Total fertility rate (children per women),2.445
Réunion,2005,"Infant mortality for both sexes (per 1,000 live births)",7.618
Réunion,2005,Life expectancy at birth for both sexes (years),76.827
Réunion,2005,Life expectancy at birth for males (years),72.97
Réunion,2005,Life expectancy at birth for females (years),80.56
Réunion,2010,Population annual rate of increase (percent),0.96
Réunion,2010,Total fertility rate (children per women),2.3969
Réunion,2010,"Infant mortality for both sexes (per 1,000 live births)",5.631
Réunion,2010,Life expectancy at birth for both sexes (years),78.201
Réunion,2010,Life expectancy at birth for males (years),74.47
Réunion,2010,Life expectancy at birth for females (years),81.87
Réunion,2015,Population annual rate of increase (percent),0.776
Réunion,2015,Total fertility rate (children per women),2.4
Réunion,2015,"Infant mortality for both sexes (per 1,000 live births)",4.196
Réunion,2015,Life expectancy at birth for both sexes (years),79.541
Réunion,2015,Life expectancy at birth for males (years),76.04
Réunion,2015,Life expectancy at birth for females (years),82.9
Romania,2005,Population annual rate of increase (percent),-0.661
Romania,2005,Total fertility rate (children per women),1.2945
Romania,2005,"Infant mortality for both sexes (per 1,000 live births)",16.936
Romania,2005,"Maternal mortality ratio (deaths per 100,000 population)",32.786
Romania,2005,Life expectancy at birth for both sexes (years),71.468
Romania,2005,Life expectancy at birth for males (years),67.9
Romania,2005,Life expectancy at birth for females (years),75.19
Romania,2010,Population annual rate of increase (percent),-0.903
Romania,2010,Total fertility rate (children per women),1.5099
Romania,2010,"Infant mortality for both sexes (per 1,000 live births)",11.962
Romania,2010,"Maternal mortality ratio (deaths per 100,000 population)",30.1589
Romania,2010,Life expectancy at birth for both sexes (years),73.076
Romania,2010,Life expectancy at birth for males (years),69.51
Romania,2010,Life expectancy at birth for females (years),76.74
Romania,2015,Population annual rate of increase (percent),-0.541
Romania,2015,Total fertility rate (children per women),1.5108
Romania,2015,"Infant mortality for both sexes (per 1,000 live births)",8.352
Romania,2015,"Maternal mortality ratio (deaths per 100,000 population)",31.3806
Romania,2015,Life expectancy at birth for both sexes (years),74.943
Romania,2015,Life expectancy at birth for males (years),71.49
Romania,2015,Life expectancy at birth for females (years),78.41
Russian Federation,2005,Population annual rate of increase (percent),-0.377
Russian Federation,2005,Total fertility rate (children per women),1.298
Russian Federation,2005,"Infant mortality for both sexes (per 1,000 live births)",16.156
Russian Federation,2005,"Maternal mortality ratio (deaths per 100,000 population)",42.302
Russian Federation,2005,Life expectancy at birth for both sexes (years),64.95
Russian Federation,2005,Life expectancy at birth for males (years),58.63
Russian Federation,2005,Life expectancy at birth for females (years),71.98
Russian Federation,2010,Population annual rate of increase (percent),-0.027
Russian Federation,2010,Total fertility rate (children per women),1.4562
Russian Federation,2010,"Infant mortality for both sexes (per 1,000 live births)",10.677
Russian Federation,2010,"Maternal mortality ratio (deaths per 100,000 population)",28.7868
Russian Federation,2010,Life expectancy at birth for both sexes (years),67.143
Russian Federation,2010,Life expectancy at birth for males (years),60.97
Russian Federation,2010,Life expectancy at birth for females (years),73.69
Russian Federation,2015,Population annual rate of increase (percent),0.209
Russian Federation,2015,Total fertility rate (children per women),1.6977
Russian Federation,2015,"Infant mortality for both sexes (per 1,000 live births)",8.337
Russian Federation,2015,"Maternal mortality ratio (deaths per 100,000 population)",24.6159
Russian Federation,2015,Life expectancy at birth for both sexes (years),70.271
Russian Federation,2015,Life expectancy at birth for males (years),64.55
Russian Federation,2015,Life expectancy at birth for females (years),75.96
Rwanda,2005,Population annual rate of increase (percent),2.164
Rwanda,2005,Total fertility rate (children per women),5.4
Rwanda,2005,"Infant mortality for both sexes (per 1,000 live births)",94.284
Rwanda,2005,"Maternal mortality ratio (deaths per 100,000 population)",567.3332
Rwanda,2005,Life expectancy at birth for both sexes (years),50.411
Rwanda,2005,Life expectancy at birth for males (years),49.4
Rwanda,2005,Life expectancy at birth for females (years),51.37
Rwanda,2010,Population annual rate of increase (percent),2.544
Rwanda,2010,Total fertility rate (children per women),4.85
Rwanda,2010,"Infant mortality for both sexes (per 1,000 live births)",62.684
Rwanda,2010,"Maternal mortality ratio (deaths per 100,000 population)",381.447
Rwanda,2010,Life expectancy at birth for both sexes (years),60.028
Rwanda,2010,Life expectancy at birth for males (years),58.49
Rwanda,2010,Life expectancy at birth for females (years),61.49
Rwanda,2015,Population annual rate of increase (percent),2.488
Rwanda,2015,Total fertility rate (children per women),4.25
Rwanda,2015,"Infant mortality for both sexes (per 1,000 live births)",39.411
Rwanda,2015,"Maternal mortality ratio (deaths per 100,000 population)",290.2006
Rwanda,2015,Life expectancy at birth for both sexes (years),65.79
Rwanda,2015,Life expectancy at birth for males (years),63.85
Rwanda,2015,Life expectancy at birth for females (years),67.64
Saint Barthélemy,2005,Population annual rate of increase (percent),2.841
Saint Barthélemy,2010,Population annual rate of increase (percent),1.516
Saint Barthélemy,2015,Population annual rate of increase (percent),0.975
Saint Helena,2005,Population annual rate of increase (percent),-3.585
Saint Helena,2010,Population annual rate of increase (percent),-0.478
Saint Helena,2015,Population annual rate of increase (percent),-0.668
Saint Kitts and Nevis,2005,Population annual rate of increase (percent),1.375
Saint Kitts and Nevis,2010,Population annual rate of increase (percent),1.134
Saint Kitts and Nevis,2015,Population annual rate of increase (percent),1.077
Saint Lucia,2005,Population annual rate of increase (percent),0.834
Saint Lucia,2005,Total fertility rate (children per women),1.85
Saint Lucia,2005,"Infant mortality for both sexes (per 1,000 live births)",15.692
Saint Lucia,2005,"Maternal mortality ratio (deaths per 100,000 population)",66.7345
Saint Lucia,2005,Life expectancy at birth for both sexes (years),73.713
Saint Lucia,2005,Life expectancy at birth for males (years),72.23
Saint Lucia,2005,Life expectancy at birth for females (years),75.25
Saint Lucia,2010,Population annual rate of increase (percent),1.266
Saint Lucia,2010,Total fertility rate (children per women),1.6
Saint Lucia,2010,"Infant mortality for both sexes (per 1,000 live births)",16.263
Saint Lucia,2010,"Maternal mortality ratio (deaths per 100,000 population)",54.1567
Saint Lucia,2010,Life expectancy at birth for both sexes (years),74.506
Saint Lucia,2010,Life expectancy at birth for males (years),73.04
Saint Lucia,2010,Life expectancy at birth for females (years),76.02
Saint Lucia,2015,Population annual rate of increase (percent),0.571
Saint Lucia,2015,Total fertility rate (children per women),1.5073
Saint Lucia,2015,"Infant mortality for both sexes (per 1,000 live births)",16.002
Saint Lucia,2015,"Maternal mortality ratio (deaths per 100,000 population)",47.8169
Saint Lucia,2015,Life expectancy at birth for both sexes (years),75.197
Saint Lucia,2015,Life expectancy at birth for males (years),73.87
Saint Lucia,2015,Life expectancy at birth for females (years),76.6
Saint Martin (French part),2005,Population annual rate of increase (percent),3.372
Saint Martin (French part),2010,Population annual rate of increase (percent),1.856
Saint Martin (French part),2015,Population annual rate of increase (percent),-0.939
Saint Pierre and Miquelon,2005,Population annual rate of increase (percent),-0.038
Saint Pierre and Miquelon,2010,Population annual rate of increase (percent),0.048
Saint Pierre and Miquelon,2015,Population annual rate of increase (percent),0.045
Saint Vincent & Grenadines,2005,Population annual rate of increase (percent),0.154
Saint Vincent & Grenadines,2005,Total fertility rate (children per women),2.237
Saint Vincent & Grenadines,2005,"Infant mortality for both sexes (per 1,000 live births)",19.644
Saint Vincent & Grenadines,2005,"Maternal mortality ratio (deaths per 100,000 population)",49.8244
Saint Vincent & Grenadines,2005,Life expectancy at birth for both sexes (years),71.012
Saint Vincent & Grenadines,2005,Life expectancy at birth for males (years),68.8
Saint Vincent & Grenadines,2005,Life expectancy at birth for females (years),73.35
Saint Vincent & Grenadines,2010,Population annual rate of increase (percent),-0.065
Saint Vincent & Grenadines,2010,Total fertility rate (children per women),2.132
Saint Vincent & Grenadines,2010,"Infant mortality for both sexes (per 1,000 live births)",19.476
Saint Vincent & Grenadines,2010,"Maternal mortality ratio (deaths per 100,000 population)",49.5902
Saint Vincent & Grenadines,2010,Life expectancy at birth for both sexes (years),71.644
Saint Vincent & Grenadines,2010,Life expectancy at birth for males (years),69.35
Saint Vincent & Grenadines,2010,Life expectancy at birth for females (years),74.13
Saint Vincent & Grenadines,2015,Population annual rate of increase (percent),0.162
Saint Vincent & Grenadines,2015,Total fertility rate (children per women),2.0084
Saint Vincent & Grenadines,2015,"Infant mortality for both sexes (per 1,000 live births)",17.362
Saint Vincent & Grenadines,2015,"Maternal mortality ratio (deaths per 100,000 population)",44.7456
Saint Vincent & Grenadines,2015,Life expectancy at birth for both sexes (years),71.886
Saint Vincent & Grenadines,2015,Life expectancy at birth for males (years),69.63
Saint Vincent & Grenadines,2015,Life expectancy at birth for females (years),74.49
Samoa,2005,Population annual rate of increase (percent),0.596
Samoa,2005,Total fertility rate (children per women),4.4359
Samoa,2005,"Infant mortality for both sexes (per 1,000 live births)",16.997
Samoa,2005,"Maternal mortality ratio (deaths per 100,000 population)",76.9156
Samoa,2005,Life expectancy at birth for both sexes (years),69.671
Samoa,2005,Life expectancy at birth for males (years),67.33
Samoa,2005,Life expectancy at birth for females (years),72.32
Samoa,2010,Population annual rate of increase (percent),0.68
Samoa,2010,Total fertility rate (children per women),4.4675
Samoa,2010,"Infant mortality for both sexes (per 1,000 live births)",16.641
Samoa,2010,"Maternal mortality ratio (deaths per 100,000 population)",63.6465
Samoa,2010,Life expectancy at birth for both sexes (years),70.995
Samoa,2010,Life expectancy at birth for males (years),68.77
Samoa,2010,Life expectancy at birth for females (years),73.46
Samoa,2015,Population annual rate of increase (percent),0.798
Samoa,2015,Total fertility rate (children per women),4.1643
Samoa,2015,"Infant mortality for both sexes (per 1,000 live births)",15.094
Samoa,2015,"Maternal mortality ratio (deaths per 100,000 population)",51.2893
Samoa,2015,Life expectancy at birth for both sexes (years),72.254
Samoa,2015,Life expectancy at birth for males (years),70.17
Samoa,2015,Life expectancy at birth for females (years),74.53
San Marino,2000,Population annual rate of increase (percent),1.16
San Marino,2000,Total fertility rate (children per women),1.269
San Marino,2000,Life expectancy at birth for males (years),77.43
San Marino,2000,Life expectancy at birth for females (years),83.98
San Marino,2004,Total fertility rate (children per women),1.255
San Marino,2005,Population annual rate of increase (percent),1.287
San Marino,2010,Population annual rate of increase (percent),1.24
San Marino,2013,Life expectancy at birth for males (years),81.719
San Marino,2013,Life expectancy at birth for females (years),86.377
San Marino,2015,Population annual rate of increase (percent),1.155
Sao Tome and Principe,2005,Population annual rate of increase (percent),2.032
Sao Tome and Principe,2005,Total fertility rate (children per women),5.075
Sao Tome and Principe,2005,"Infant mortality for both sexes (per 1,000 live births)",56.126
Sao Tome and Principe,2005,"Maternal mortality ratio (deaths per 100,000 population)",181.3795
Sao Tome and Principe,2005,Life expectancy at birth for both sexes (years),63.062
Sao Tome and Principe,2005,Life expectancy at birth for males (years),61.01
Sao Tome and Principe,2005,Life expectancy at birth for females (years),65.11
Sao Tome and Principe,2010,Population annual rate of increase (percent),2.715
Sao Tome and Principe,2010,Total fertility rate (children per women),4.85
Sao Tome and Principe,2010,"Infant mortality for both sexes (per 1,000 live births)",42.053
Sao Tome and Principe,2010,"Maternal mortality ratio (deaths per 100,000 population)",162.3292
Sao Tome and Principe,2010,Life expectancy at birth for both sexes (years),66.135
Sao Tome and Principe,2010,Life expectancy at birth for males (years),63.92
Sao Tome and Principe,2010,Life expectancy at birth for females (years),68.3
Sao Tome and Principe,2015,Population annual rate of increase (percent),2.009
Sao Tome and Principe,2015,Total fertility rate (children per women),4.6
Sao Tome and Principe,2015,"Infant mortality for both sexes (per 1,000 live births)",32.076
Sao Tome and Principe,2015,"Maternal mortality ratio (deaths per 100,000 population)",156.1115
Sao Tome and Principe,2015,Life expectancy at birth for both sexes (years),68.488
Sao Tome and Principe,2015,Life expectancy at birth for males (years),66.2
Sao Tome and Principe,2015,Life expectancy at birth for females (years),70.8
Saudi Arabia,2005,Population annual rate of increase (percent),2.84
Saudi Arabia,2005,Total fertility rate (children per women),3.65
Saudi Arabia,2005,"Infant mortality for both sexes (per 1,000 live births)",16.318
Saudi Arabia,2005,"Maternal mortality ratio (deaths per 100,000 population)",17.7395
Saudi Arabia,2005,Life expectancy at birth for both sexes (years),73.014
Saudi Arabia,2005,Life expectancy at birth for males (years),71.57
Saudi Arabia,2005,Life expectancy at birth for females (years),74.71
Saudi Arabia,2010,Population annual rate of increase (percent),2.819
Saudi Arabia,2010,Total fertility rate (children per women),3.225
Saudi Arabia,2010,"Infant mortality for both sexes (per 1,000 live births)",12.195
Saudi Arabia,2010,"Maternal mortality ratio (deaths per 100,000 population)",13.6807
Saudi Arabia,2010,Life expectancy at birth for both sexes (years),73.461
Saudi Arabia,2010,Life expectancy at birth for males (years),72.14
Saudi Arabia,2010,Life expectancy at birth for females (years),75.07
Saudi Arabia,2015,Population annual rate of increase (percent),2.911
Saudi Arabia,2015,Total fertility rate (children per women),2.725
Saudi Arabia,2015,"Infant mortality for both sexes (per 1,000 live births)",8.687
Saudi Arabia,2015,"Maternal mortality ratio (deaths per 100,000 population)",11.6142
Saudi Arabia,2015,Life expectancy at birth for both sexes (years),74.382
Saudi Arabia,2015,Life expectancy at birth for males (years),73.11
Saudi Arabia,2015,Life expectancy at birth for females (years),76.01
Senegal,2005,Population annual rate of increase (percent),2.478
Senegal,2005,Total fertility rate (children per women),5.25
Senegal,2005,"Infant mortality for both sexes (per 1,000 live births)",61.129
Senegal,2005,"Maternal mortality ratio (deaths per 100,000 population)",427.2295
Senegal,2005,Life expectancy at birth for both sexes (years),58.929
Senegal,2005,Life expectancy at birth for males (years),57.27
Senegal,2005,Life expectancy at birth for females (years),60.55
Senegal,2010,Population annual rate of increase (percent),2.677
Senegal,2010,Total fertility rate (children per women),5.1
Senegal,2010,"Infant mortality for both sexes (per 1,000 live births)",47.484
Senegal,2010,"Maternal mortality ratio (deaths per 100,000 population)",374.9774
Senegal,2010,Life expectancy at birth for both sexes (years),62.546
Senegal,2010,Life expectancy at birth for males (years),61.08
Senegal,2010,Life expectancy at birth for females (years),63.92
Senegal,2015,Population annual rate of increase (percent),2.793
Senegal,2015,Total fertility rate (children per women),5
Senegal,2015,"Infant mortality for both sexes (per 1,000 live births)",38.269
Senegal,2015,"Maternal mortality ratio (deaths per 100,000 population)",315.1103
Senegal,2015,Life expectancy at birth for both sexes (years),65.743
Senegal,2015,Life expectancy at birth for males (years),63.82
Senegal,2015,Life expectancy at birth for females (years),67.52
Serbia,2005,Population annual rate of increase (percent),-0.629
Serbia,2005,Total fertility rate (children per women),1.7084
Serbia,2005,"Infant mortality for both sexes (per 1,000 live births)",9.52
Serbia,2005,"Maternal mortality ratio (deaths per 100,000 population)",15.0564
Serbia,2005,Life expectancy at birth for both sexes (years),72.31
Serbia,2005,Life expectancy at birth for males (years),69.6
Serbia,2005,Life expectancy at birth for females (years),75.09
Serbia,2010,Population annual rate of increase (percent),-0.446
Serbia,2010,Total fertility rate (children per women),1.5835
Serbia,2010,"Infant mortality for both sexes (per 1,000 live births)",7.067
Serbia,2010,"Maternal mortality ratio (deaths per 100,000 population)",15.5614
Serbia,2010,Life expectancy at birth for both sexes (years),73.437
Serbia,2010,Life expectancy at birth for males (years),70.75
Serbia,2010,Life expectancy at birth for females (years),76.18
Serbia,2015,Population annual rate of increase (percent),-0.256
Serbia,2015,Total fertility rate (children per women),1.4612
Serbia,2015,"Infant mortality for both sexes (per 1,000 live births)",6.072
Serbia,2015,"Maternal mortality ratio (deaths per 100,000 population)",16.8514
Serbia,2015,Life expectancy at birth for both sexes (years),74.752
Serbia,2015,Life expectancy at birth for males (years),72.12
Serbia,2015,Life expectancy at birth for females (years),77.42
Seychelles,2005,Population annual rate of increase (percent),1.805
Seychelles,2005,Total fertility rate (children per women),2.2
Seychelles,2005,"Infant mortality for both sexes (per 1,000 live births)",11.859
Seychelles,2005,Life expectancy at birth for both sexes (years),71.561
Seychelles,2005,Life expectancy at birth for males (years),67.36
Seychelles,2005,Life expectancy at birth for females (years),76.19
Seychelles,2010,Population annual rate of increase (percent),0.581
Seychelles,2010,Total fertility rate (children per women),2.3
Seychelles,2010,"Infant mortality for both sexes (per 1,000 live births)",12.15
Seychelles,2010,Life expectancy at birth for both sexes (years),72.595
Seychelles,2010,Life expectancy at birth for males (years),68.86
Seychelles,2010,Life expectancy at birth for females (years),76.55
Seychelles,2015,Population annual rate of increase (percent),0.798
Seychelles,2015,Total fertility rate (children per women),2.38
Seychelles,2015,"Infant mortality for both sexes (per 1,000 live births)",12.367
Seychelles,2015,Life expectancy at birth for both sexes (years),73.067
Seychelles,2015,Life expectancy at birth for males (years),69.55
Seychelles,2015,Life expectancy at birth for females (years),77.01
Sierra Leone,2005,Population annual rate of increase (percent),4.164
Sierra Leone,2005,Total fertility rate (children per women),6.1074
Sierra Leone,2005,"Infant mortality for both sexes (per 1,000 live births)",141.883
Sierra Leone,2005,"Maternal mortality ratio (deaths per 100,000 population)",1986.1357
Sierra Leone,2005,Life expectancy at birth for both sexes (years),42.031
Sierra Leone,2005,Life expectancy at birth for males (years),41.33
Sierra Leone,2005,Life expectancy at birth for females (years),42.71
Sierra Leone,2010,Population annual rate of increase (percent),2.557
Sierra Leone,2010,Total fertility rate (children per women),5.5651
Sierra Leone,2010,"Infant mortality for both sexes (per 1,000 live births)",122.09
Sierra Leone,2010,"Maternal mortality ratio (deaths per 100,000 population)",1632.6744
Sierra Leone,2010,Life expectancy at birth for both sexes (years),46.991
Sierra Leone,2010,Life expectancy at birth for males (years),46.17
Sierra Leone,2010,Life expectancy at birth for females (years),47.78
Sierra Leone,2015,Population annual rate of increase (percent),2.229
Sierra Leone,2015,Total fertility rate (children per women),4.8418
Sierra Leone,2015,"Infant mortality for both sexes (per 1,000 live births)",97.125
Sierra Leone,2015,"Maternal mortality ratio (deaths per 100,000 population)",1359.6742
Sierra Leone,2015,Life expectancy at birth for both sexes (years),51.416
Sierra Leone,2015,Life expectancy at birth for males (years),50.5
Sierra Leone,2015,Life expectancy at birth for females (years),52.29
Singapore,2005,Population annual rate of increase (percent),1.142
Singapore,2005,Total fertility rate (children per women),1.3481
Singapore,2005,"Infant mortality for both sexes (per 1,000 live births)",2.504
Singapore,2005,"Maternal mortality ratio (deaths per 100,000 population)",15.9548
Singapore,2005,Life expectancy at birth for both sexes (years),79.176
Singapore,2005,Life expectancy at birth for males (years),76.69
Singapore,2005,Life expectancy at birth for females (years),81.76
Singapore,2010,Population annual rate of increase (percent),3.695
Singapore,2010,Total fertility rate (children per women),1.2571
Singapore,2010,"Infant mortality for both sexes (per 1,000 live births)",2.154
Singapore,2010,"Maternal mortality ratio (deaths per 100,000 population)",11.441
Singapore,2010,Life expectancy at birth for both sexes (years),81.219
Singapore,2010,Life expectancy at birth for males (years),78.72
Singapore,2010,Life expectancy at birth for females (years),83.66
Singapore,2015,Population annual rate of increase (percent),1.721
Singapore,2015,Total fertility rate (children per women),1.233
Singapore,2015,"Infant mortality for both sexes (per 1,000 live births)",2.065
Singapore,2015,"Maternal mortality ratio (deaths per 100,000 population)",9.9842
Singapore,2015,Life expectancy at birth for both sexes (years),82.297
Singapore,2015,Life expectancy at birth for males (years),80.06
Singapore,2015,Life expectancy at birth for females (years),84.52
Sint Maarten (Dutch part),2005,Population annual rate of increase (percent),0.44
Sint Maarten (Dutch part),2010,Population annual rate of increase (percent),0.364
Sint Maarten (Dutch part),2010,Life expectancy at birth for males (years),72
Sint Maarten (Dutch part),2010,Life expectancy at birth for females (years),77.2
Sint Maarten (Dutch part),2013,Life expectancy at birth for males (years),69.2
Sint Maarten (Dutch part),2013,Life expectancy at birth for females (years),77.1
Sint Maarten (Dutch part),2015,Population annual rate of increase (percent),3.134
Slovakia,2005,Population annual rate of increase (percent),-0.001
Slovakia,2005,Total fertility rate (children per women),1.2205
Slovakia,2005,"Infant mortality for both sexes (per 1,000 live births)",7.265
Slovakia,2005,"Maternal mortality ratio (deaths per 100,000 population)",7.2468
Slovakia,2005,Life expectancy at birth for both sexes (years),73.816
Slovakia,2005,Life expectancy at birth for males (years),69.8
Slovakia,2005,Life expectancy at birth for females (years),77.78
Slovakia,2010,Population annual rate of increase (percent),0.02
Slovakia,2010,Total fertility rate (children per women),1.317
Slovakia,2010,"Infant mortality for both sexes (per 1,000 live births)",6.196
Slovakia,2010,"Maternal mortality ratio (deaths per 100,000 population)",5.6814
Slovakia,2010,Life expectancy at birth for both sexes (years),74.773
Slovakia,2010,Life expectancy at birth for males (years),70.83
Slovakia,2010,Life expectancy at birth for females (years),78.63
Slovakia,2015,Population annual rate of increase (percent),0.116
Slovakia,2015,Total fertility rate (children per women),1.38
Slovakia,2015,"Infant mortality for both sexes (per 1,000 live births)",5.421
Slovakia,2015,"Maternal mortality ratio (deaths per 100,000 population)",5.637
Slovakia,2015,Life expectancy at birth for both sexes (years),76.229
Slovakia,2015,Life expectancy at birth for males (years),72.51
Slovakia,2015,Life expectancy at birth for females (years),79.81
Slovenia,2005,Population annual rate of increase (percent),0.073
Slovenia,2005,Total fertility rate (children per women),1.2114
Slovenia,2005,"Infant mortality for both sexes (per 1,000 live births)",4.032
Slovenia,2005,"Maternal mortality ratio (deaths per 100,000 population)",10.7504
Slovenia,2005,Life expectancy at birth for both sexes (years),76.653
Slovenia,2005,Life expectancy at birth for males (years),72.76
Slovenia,2005,Life expectancy at birth for females (years),80.41
Slovenia,2010,Population annual rate of increase (percent),0.479
Slovenia,2010,Total fertility rate (children per women),1.435
Slovenia,2010,"Infant mortality for both sexes (per 1,000 live births)",3.2
Slovenia,2010,"Maternal mortality ratio (deaths per 100,000 population)",9.1991
Slovenia,2010,Life expectancy at birth for both sexes (years),78.553
Slovenia,2010,Life expectancy at birth for males (years),75
Slovenia,2010,Life expectancy at birth for females (years),81.98
Slovenia,2015,Population annual rate of increase (percent),0.271
Slovenia,2015,Total fertility rate (children per women),1.575
Slovenia,2015,"Infant mortality for both sexes (per 1,000 live births)",2.23
Slovenia,2015,"Maternal mortality ratio (deaths per 100,000 population)",8.5984
Slovenia,2015,Life expectancy at birth for both sexes (years),80.142
Slovenia,2015,Life expectancy at birth for males (years),77.06
Slovenia,2015,Life expectancy at birth for females (years),83.13
Solomon Islands,2005,Population annual rate of increase (percent),2.599
Solomon Islands,2005,Total fertility rate (children per women),4.6
Solomon Islands,2005,"Infant mortality for both sexes (per 1,000 live births)",24.584
Solomon Islands,2005,"Maternal mortality ratio (deaths per 100,000 population)",164.0105
Solomon Islands,2005,Life expectancy at birth for both sexes (years),68.378
Solomon Islands,2005,Life expectancy at birth for males (years),67.04
Solomon Islands,2005,Life expectancy at birth for females (years),69.89
Solomon Islands,2010,Population annual rate of increase (percent),2.325
Solomon Islands,2010,Total fertility rate (children per women),4.4
Solomon Islands,2010,"Infant mortality for both sexes (per 1,000 live births)",22.968
Solomon Islands,2010,"Maternal mortality ratio (deaths per 100,000 population)",136.4057
Solomon Islands,2010,Life expectancy at birth for both sexes (years),69.885
Solomon Islands,2010,Life expectancy at birth for males (years),68.32
Solomon Islands,2010,Life expectancy at birth for females (years),71.69
Solomon Islands,2015,Population annual rate of increase (percent),2.666
Solomon Islands,2015,Total fertility rate (children per women),4.435
Solomon Islands,2015,"Infant mortality for both sexes (per 1,000 live births)",20.161
Solomon Islands,2015,"Maternal mortality ratio (deaths per 100,000 population)",113.9993
Solomon Islands,2015,Life expectancy at birth for both sexes (years),71.43
Solomon Islands,2015,Life expectancy at birth for males (years),69.81
Solomon Islands,2015,Life expectancy at birth for females (years),73.32
Somalia,2005,Population annual rate of increase (percent),3.267
Somalia,2005,Total fertility rate (children per women),7.47
Somalia,2005,"Infant mortality for both sexes (per 1,000 live births)",96.963
Somalia,2005,"Maternal mortality ratio (deaths per 100,000 population)",939.3303
Somalia,2005,Life expectancy at birth for both sexes (years),51.492
Somalia,2005,Life expectancy at birth for males (years),49.98
Somalia,2005,Life expectancy at birth for females (years),53.1
Somalia,2010,Population annual rate of increase (percent),2.845
Somalia,2010,Total fertility rate (children per women),7.1
Somalia,2010,"Infant mortality for both sexes (per 1,000 live births)",89.757
Somalia,2010,"Maternal mortality ratio (deaths per 100,000 population)",819.5657
Somalia,2010,Life expectancy at birth for both sexes (years),53.18
Somalia,2010,Life expectancy at birth for males (years),51.65
Somalia,2010,Life expectancy at birth for females (years),54.8
Somalia,2015,Population annual rate of increase (percent),2.718
Somalia,2015,Total fertility rate (children per women),6.61
Somalia,2015,"Infant mortality for both sexes (per 1,000 live births)",79.435
Somalia,2015,"Maternal mortality ratio (deaths per 100,000 population)",731.8838
Somalia,2015,Life expectancy at birth for both sexes (years),54.856
Somalia,2015,Life expectancy at birth for males (years),53.28
Somalia,2015,Life expectancy at birth for females (years),56.51
South Africa,2005,Population annual rate of increase (percent),1.255
South Africa,2005,Total fertility rate (children per women),2.6125
South Africa,2005,"Infant mortality for both sexes (per 1,000 live births)",53.93
South Africa,2005,"Maternal mortality ratio (deaths per 100,000 population)",112.4262
South Africa,2005,Life expectancy at birth for both sexes (years),53.903
South Africa,2005,Life expectancy at birth for males (years),51.42
South Africa,2005,Life expectancy at birth for females (years),56.55
South Africa,2010,Population annual rate of increase (percent),1.347
South Africa,2010,Total fertility rate (children per women),2.625
South Africa,2010,"Infant mortality for both sexes (per 1,000 live births)",48.08
South Africa,2010,"Maternal mortality ratio (deaths per 100,000 population)",153.8252
South Africa,2010,Life expectancy at birth for both sexes (years),54.701
South Africa,2010,Life expectancy at birth for males (years),52.27
South Africa,2010,Life expectancy at birth for females (years),57.26
South Africa,2015,Population annual rate of increase (percent),1.565
South Africa,2015,Total fertility rate (children per women),2.55
South Africa,2015,"Infant mortality for both sexes (per 1,000 live births)",32.943
South Africa,2015,"Maternal mortality ratio (deaths per 100,000 population)",138.0462
South Africa,2015,Life expectancy at birth for both sexes (years),60.952
South Africa,2015,Life expectancy at birth for males (years),57.81
South Africa,2015,Life expectancy at birth for females (years),64.24
South Sudan,2005,Population annual rate of increase (percent),3.905
South Sudan,2005,Total fertility rate (children per women),6
South Sudan,2005,"Infant mortality for both sexes (per 1,000 live births)",101.317
South Sudan,2005,"Maternal mortality ratio (deaths per 100,000 population)",1087.6598
South Sudan,2005,Life expectancy at birth for both sexes (years),50.191
South Sudan,2005,Life expectancy at birth for males (years),49.06
South Sudan,2005,Life expectancy at birth for females (years),51.34
South Sudan,2010,Population annual rate of increase (percent),4.65
South Sudan,2010,Total fertility rate (children per women),5.6
South Sudan,2010,"Infant mortality for both sexes (per 1,000 live births)",78.568
South Sudan,2010,"Maternal mortality ratio (deaths per 100,000 population)",875.8437
South Sudan,2010,Life expectancy at birth for both sexes (years),53.283
